Age,AnnualSalary,Attrition,Department,EmployeeID,EngagementScore,JobRole,JobSatisfaction,OverTime,PerformanceRating,TenureYears,WorkLifeBalance,WorkMode,YearsSinceLastPromotion,CandidateID,HireSource,TimeToHireDays,HireDate,NameMatchScore,MatchStatus,TicketCount,EscalatedTickets,AvgResolveDays
47,53209,No,Engineering,350,3,IT Support,3,No,3,0.6,3,On-site,0.6,9350,Employee Referral,26,2018-10-26,1.0,OK,2,0,1.5
42,101953,No,Engineering,351,2,Broadcast Engineer,3,No,3,2.4,4,Remote,0.9,9351,LinkedIn,45,2024-09-03,1.0,OK,5,1,1.0
36,103674,No,News & Content,352,3,Producer,1,No,3,3.8,3,Hybrid,3.8,9352,Recruiter Sourced,7,2018-09-05,1.0,OK,5,0,4.0
36,92731,No,Engineering,353,3,IT Support,3,No,3,0.6,3,On-site,0.6,9353,LinkedIn,50,2020-09-19,1.0,OK,1,0,4.0
33,98899,No,Engineering,354,4,Broadcast Engineer,4,Yes,2,6.0,3,Hybrid,1.7,9354,LinkedIn,23,2021-11-11,1.0,OK,4,1,0.75
40,72493,Yes,News & Content,355,4,Reporter,1,Yes,3,8.8,3,Hybrid,1.1,9355,Employee Referral,19,2024-07-01,1.0,OK,6,1,1.1666666666666667
33,75236,No,Sales,356,3,Account Executive,2,Yes,3,13.0,1,Remote,1.0,9356,Employee Referral,32,2026-06-19,1.0,OK,6,0,2.3333333333333335
30,63264,No,Engineering,357,2,IT Support,1,No,3,10.0,2,On-site,0.4,9357,Indeed,44,2024-08-15,1.0,OK,5,1,2.0
41,119875,No,Sales,358,3,Sales Coordinator,1,Yes,4,6.4,3,Hybrid,0.3,9358,LinkedIn,31,2019-02-02,1.0,OK,8,1,3.125
36,77938,No,Sales,359,3,Sales Coordinator,2,No,3,1.5,3,On-site,0.4,9359,Indeed,20,2025-12-22,1.0,OK,9,0,2.5555555555555554
21,76575,No,Engineering,360,3,Broadcast Engineer,1,Yes,4,1.0,3,Remote,0.7,9360,University Recruiting,40,2026-06-12,1.0,OK,4,0,2.0
34,38847,No,News & Content,361,4,News Director,2,No,3,13.3,2,On-site,1.1,9361,Employee Referral,23,2025-06-30,1.0,OK,3,1,5.333333333333333
42,92141,No,Sales,362,4,Account Executive,4,No,4,3.4,4,Hybrid,2.4,9362,University Recruiting,31,2022-06-24,1.0,OK,1,0,2.0
33,105089,Yes,Engineering,363,2,Systems Engineer,2,No,3,0.6,2,On-site,0.6,9363,Indeed,25,2021-02-27,1.0,OK,4,0,2.25
43,81324,No,News & Content,364,2,Reporter,3,Yes,4,2.9,3,Hybrid,1.9,9364,Career Site,35,2022-03-21,1.0,OK,6,1,3.5
30,66529,Yes,News & Content,365,1,Photojournalist,2,Yes,3,0.7,4,On-site,0.7,9365,Employee Referral,32,2020-07-14,1.0,OK,8,1,1.625
54,58833,No,Engineering,366,2,Systems Engineer,4,No,4,3.4,3,Hybrid,0.9,9366,Employee Referral,36,2021-10-19,1.0,OK,1,0,2.0
36,62314,No,News & Content,367,4,Editor,2,No,3,3.1,1,Hybrid,2.6,9367,Employee Referral,67,2018-11-23,1.0,OK,7,0,2.4285714285714284
42,91400,No,Finance,368,3,Finance Manager,2,No,4,3.8,4,Hybrid,3.5,9368,Employee Referral,19,2024-06-10,1.0,OK,3,0,3.3333333333333335
34,70834,No,Human Resources,369,3,HR Manager,3,No,3,0.3,3,On-site,0.3,9369,Career Site,52,2021-08-08,1.0,OK,2,0,0.0
28,47243,No,News & Content,370,3,Producer,4,Yes,3,3.0,3,On-site,1.3,9370,LinkedIn,7,2021-01-23,1.0,OK,5,1,4.8
37,69132,No,Sales,371,2,Sales Manager,3,No,3,1.8,4,Hybrid,1.8,9371,LinkedIn,18,2023-06-14,1.0,OK,0,0,0.0
48,62215,No,News & Content,372,3,News Director,4,No,3,4.7,3,Hybrid,4.2,9372,Employee Referral,36,2024-07-01,1.0,OK,2,1,7.0
34,82060,No,Sales,373,4,Sales Coordinator,2,No,3,2.5,3,On-site,0.5,9373,Recruiter Sourced,32,2023-04-24,1.0,OK,4,1,3.5
21,73380,Yes,Engineering,374,1,Broadcast Engineer,2,Yes,3,1.0,4,Hybrid,0.8,9374,LinkedIn,40,2022-10-05,1.0,OK,2,0,2.0
48,100331,No,News & Content,375,2,Photojournalist,3,No,3,10.3,2,Hybrid,0.4,9375,Career Site,29,2025-07-26,1.0,OK,2,0,3.5
31,95414,No,Sales,376,3,Sales Manager,3,No,3,7.5,4,On-site,3.6,9376,Employee Referral,33,2024-11-08,1.0,OK,0,0,0.0
21,72796,No,Engineering,377,3,IT Support,1,No,3,1.0,3,Hybrid,0.0,9377,Career Site,32,2022-09-22,1.0,OK,2,1,3.0
37,69200,No,Finance,378,1,Accountant,3,No,3,4.3,2,Hybrid,0.6,9378,Employee Referral,34,2022-03-04,1.0,OK,4,1,0.75
28,77563,Yes,Engineering,379,4,Systems Engineer,1,Yes,4,0.2,2,On-site,0.2,9379,Employee Referral,35,2025-03-05,1.0,OK,5,1,0.2
37,36071,No,News & Content,380,4,Reporter,3,No,4,1.9,2,Hybrid,1.9,9380,Employee Referral,32,2018-11-24,1.0,OK,1,0,1.0
27,99865,No,News & Content,381,3,Photojournalist,3,No,4,4.5,4,On-site,0.8,9381,Career Site,29,2026-07-11,1.0,OK,4,1,2.5
37,74329,No,News & Content,382,4,Photojournalist,1,No,4,1.7,4,Hybrid,1.7,9382,Employee Referral,31,2022-09-16,1.0,OK,6,2,2.0
39,91873,No,Sales,383,4,Sales Coordinator,3,No,4,0.6,3,Hybrid,0.6,9383,Career Site,37,2021-09-21,1.0,OK,2,0,3.0
30,34000,No,Sales,384,2,Sales Coordinator,3,Yes,4,5.0,3,Remote,2.6,9384,LinkedIn,37,2024-06-10,1.0,OK,6,2,1.3333333333333333
34,63442,Yes,News & Content,385,3,Photojournalist,4,Yes,3,1.0,3,Hybrid,0.1,9385,Career Site,25,2023-01-08,1.0,OK,3,0,1.6666666666666667
38,76677,No,News & Content,386,4,Editor,3,No,3,0.6,2,Remote,0.6,9386,Recruiter Sourced,21,2022-09-09,1.0,OK,3,2,3.0
30,42180,Yes,Sales,387,2,Account Executive,2,No,3,2.3,4,On-site,0.1,9387,Employee Referral,12,2023-08-09,1.0,OK,7,2,2.5714285714285716
24,104088,No,News & Content,388,3,Photojournalist,3,No,2,0.9,3,On-site,0.6,9388,Recruiter Sourced,56,2018-12-15,1.0,OK,3,0,5.0
40,101573,Yes,News & Content,389,2,Reporter,1,Yes,3,5.0,4,On-site,0.7,9389,Recruiter Sourced,17,2020-11-20,1.0,OK,9,0,2.5555555555555554
52,96956,No,Human Resources,390,3,HR Manager,4,No,3,2.5,4,On-site,1.3,9390,LinkedIn,23,2021-09-29,1.0,OK,1,0,0.0
45,83519,No,Finance,391,1,Accountant,3,No,3,25.0,1,On-site,4.6,9391,Indeed,43,2020-12-29,1.0,OK,4,0,3.75
21,45364,Yes,News & Content,392,2,Photojournalist,1,No,3,1.0,4,On-site,0.6,9392,LinkedIn,15,2025-03-07,1.0,OK,12,2,1.4166666666666667
37,66270,No,Finance,393,3,Financial Analyst,1,No,3,1.8,2,On-site,1.8,9393,Indeed,11,2022-04-02,1.0,OK,3,0,3.0
41,58594,No,Engineering,394,3,Broadcast Engineer,3,Yes,2,0.1,3,Hybrid,0.1,9394,University Recruiting,26,2021-12-09,1.0,OK,4,1,2.25
38,34000,No,Engineering,395,3,Broadcast Engineer,4,Yes,2,10.8,4,Hybrid,5.9,9395,Career Site,46,2023-06-19,1.0,OK,3,1,2.3333333333333335
43,75094,Yes,News & Content,396,2,Producer,1,No,3,1.5,3,On-site,0.7,9396,Recruiter Sourced,33,2018-12-30,1.0,OK,6,1,2.0
29,36596,No,News & Content,397,4,Editor,3,No,4,7.1,3,Hybrid,2.1,9397,LinkedIn,62,2022-09-11,1.0,OK,2,0,0.0
33,127673,Yes,News & Content,398,2,Editor,3,No,3,5.9,4,On-site,1.5,9398,Employee Referral,42,2019-09-12,1.0,OK,4,0,2.25
40,72239,No,News & Content,399,4,Photojournalist,3,No,3,4.3,2,Hybrid,0.9,9399,Employee Referral,17,2025-03-13,1.0,OK,2,1,2.0
37,46787,Yes,News & Content,400,2,Editor,4,Yes,3,1.9,2,Hybrid,0.4,9400,LinkedIn,35,2022-03-04,1.0,OK,5,1,3.4
46,81941,No,Sales,401,4,Sales Manager,3,No,3,1.3,3,Hybrid,0.3,9401,Employee Referral,12,2024-05-04,1.0,OK,2,0,0.0
41,93266,No,News & Content,402,3,Reporter,4,No,3,1.3,3,Hybrid,1.3,9402,Indeed,41,2019-06-19,1.0,OK,3,1,1.3333333333333333
22,37809,No,Sales,403,2,Sales Coordinator,3,No,3,1.7,2,On-site,1.7,9403,Career Site,27,2024-10-15,1.0,OK,3,1,2.6666666666666665
38,62083,No,Sales,404,1,Sales Manager,3,No,3,0.1,3,Hybrid,0.1,9404,Employee Referral,40,2026-01-23,1.0,OK,5,1,2.4
23,66162,No,Engineering,405,1,Broadcast Engineer,4,No,3,0.6,2,On-site,0.6,9405,Employee Referral,55,2024-02-17,1.0,OK,3,0,2.6666666666666665
30,72125,No,Sales,406,4,Account Executive,1,No,3,5.8,4,Hybrid,1.3,9406,Career Site,54,2019-08-23,1.0,OK,5,0,2.8
29,68020,No,News & Content,407,3,News Director,1,Yes,4,6.2,2,Hybrid,2.2,9407,Employee Referral,31,2021-11-13,1.0,OK,6,1,2.1666666666666665
32,55325,No,Engineering,408,4,Systems Engineer,3,No,3,1.6,3,Hybrid,0.6,9408,LinkedIn,44,2022-03-02,1.0,OK,2,0,1.0
24,34000,Yes,Finance,409,2,Financial Analyst,1,No,3,3.8,3,Hybrid,0.4,9409,Indeed,29,2019-12-28,1.0,OK,8,1,5.375
37,72488,Yes,News & Content,410,2,Photojournalist,2,Yes,4,1.7,3,Hybrid,1.7,9410,Indeed,36,2023-04-13,1.0,OK,10,3,3.3
44,63605,No,Sales,411,1,Sales Manager,3,No,3,4.5,3,On-site,0.7,9411,Employee Referral,14,2024-04-05,1.0,OK,5,0,3.0
49,77361,No,News & Content,412,3,Reporter,3,No,3,2.5,3,On-site,2.5,9412,LinkedIn,23,2020-03-05,1.0,OK,3,1,2.0
33,54728,No,Human Resources,413,3,HR Generalist,4,No,3,2.2,4,On-site,0.3,9413,Career Site,41,2022-03-13,1.0,OK,1,0,8.0
50,118399,No,Finance,414,1,Finance Manager,4,No,2,7.0,2,On-site,0.9,9414,LinkedIn,11,2020-07-23,1.0,OK,7,3,1.2857142857142858
29,81760,No,News & Content,415,4,Editor,4,Yes,4,4.7,3,Hybrid,1.0,9415,Career Site,35,2024-02-04,1.0,OK,3,0,7.666666666666667
37,90892,No,News & Content,416,4,News Director,2,No,3,6.9,4,Hybrid,3.7,9416,Employee Referral,36,2025-10-25,1.0,OK,7,0,3.5714285714285716
30,61513,No,News & Content,417,3,Reporter,1,No,3,4.8,4,On-site,1.3,9417,Employee Referral,41,2024-12-06,1.0,OK,3,1,0.6666666666666666
43,66956,No,Sales,418,3,Sales Coordinator,3,Yes,2,0.7,3,Hybrid,0.7,9418,Employee Referral,14,2024-04-22,1.0,OK,2,0,4.0
43,34000,Yes,News & Content,419,3,Reporter,4,Yes,2,0.4,2,Hybrid,0.4,9419,Indeed,12,2019-07-19,1.0,OK,5,0,1.2
32,70254,No,Engineering,420,4,Broadcast Engineer,2,No,3,3.5,3,On-site,3.5,9420,Career Site,46,2019-06-22,1.0,OK,5,0,2.0
46,83695,No,News & Content,421,2,Reporter,3,No,3,14.8,2,Hybrid,1.9,9421,Employee Referral,36,2022-02-26,1.0,OK,2,0,0.0
43,69251,No,Sales,422,3,Account Executive,1,No,3,3.1,1,Hybrid,0.5,9422,Indeed,29,2021-06-18,1.0,OK,5,1,3.6
42,55818,No,Sales,423,2,Account Executive,4,Yes,3,3.1,3,Hybrid,0.4,9423,Career Site,13,2022-10-01,1.0,OK,5,1,0.8
48,67557,Yes,News & Content,424,4,Editor,2,No,3,0.8,2,On-site,0.5,9424,Recruiter Sourced,28,2021-08-19,1.0,OK,4,1,1.0
39,82648,Yes,News & Content,425,2,Photojournalist,2,Yes,3,1.6,1,Hybrid,0.2,9425,Recruiter Sourced,19,2024-11-20,1.0,OK,10,1,3.0
43,63032,Yes,Sales,426,2,Account Executive,2,Yes,3,0.8,1,On-site,0.2,9426,Indeed,46,2022-08-27,1.0,OK,8,0,1.75
43,47402,No,News & Content,427,4,Editor,4,Yes,3,5.0,3,Hybrid,3.5,9427,LinkedIn,16,2026-02-27,1.0,OK,4,0,1.75
45,82365,Yes,News & Content,428,1,News Director,2,No,3,1.7,2,On-site,1.7,9428,Indeed,31,2021-08-03,1.0,OK,11,1,2.5454545454545454
26,101440,No,Human Resources,429,4,HR Generalist,1,No,3,2.8,4,On-site,2.8,9429,Recruiter Sourced,44,2021-08-09,1.0,OK,4,1,3.75
39,67719,No,Sales,430,2,Account Executive,4,No,4,7.4,1,On-site,2.2,9430,Career Site,42,2024-09-14,1.0,OK,6,2,2.8333333333333335
32,63622,No,Sales,431,3,Account Executive,4,No,3,1.4,1,On-site,1.4,9431,Career Site,28,2025-11-09,1.0,OK,3,0,0.3333333333333333
46,96514,Yes,Sales,432,2,Account Executive,2,Yes,4,4.8,3,On-site,2.1,9432,LinkedIn,42,2023-01-31,1.0,OK,12,3,1.9166666666666667
36,54898,No,Human Resources,433,3,HR Manager,4,No,3,3.4,4,Remote,3.4,9433,Employee Referral,44,2023-11-02,1.0,OK,0,0,0.0
23,63555,Yes,News & Content,434,2,Reporter,3,No,3,0.8,3,Remote,0.4,9434,Employee Referral,35,2019-10-05,1.0,OK,5,3,2.0
52,57653,Yes,Finance,435,1,Finance Manager,1,No,2,0.7,3,On-site,0.7,9435,Career Site,39,2025-07-05,1.0,OK,4,0,3.5
55,39657,No,Human Resources,436,3,HR Generalist,3,No,3,18.1,1,On-site,2.0,9436,University Recruiting,31,2019-12-28,1.0,OK,3,0,0.0
23,70342,No,News & Content,437,4,Producer,3,No,4,3.0,3,Hybrid,1.8,9437,University Recruiting,48,2024-04-03,1.0,OK,3,0,0.0
34,34000,Yes,News & Content,438,2,News Director,4,No,3,1.0,4,On-site,1.0,9438,Recruiter Sourced,32,2021-12-01,1.0,OK,1,0,0.0
37,93327,Yes,News & Content,439,1,Reporter,2,No,4,0.9,3,On-site,0.9,9439,LinkedIn,15,2021-01-13,1.0,OK,9,2,2.2222222222222223
37,46139,Yes,Engineering,440,2,IT Support,4,Yes,3,1.5,3,Hybrid,1.5,9440,Employee Referral,40,2024-09-15,1.0,OK,6,1,1.3333333333333333
38,45501,Yes,News & Content,441,2,Reporter,3,No,4,0.1,3,Hybrid,0.1,9441,Employee Referral,20,2022-02-16,1.0,OK,6,0,3.6666666666666665
44,63765,No,Sales,442,4,Sales Coordinator,2,Yes,3,1.9,3,On-site,1.9,9442,Career Site,50,2023-07-28,1.0,OK,4,0,1.25
38,40125,Yes,Engineering,443,3,Broadcast Engineer,1,No,3,0.2,3,On-site,0.2,9443,Employee Referral,39,2019-07-02,1.0,OK,6,0,2.8333333333333335
38,138874,No,Sales,444,1,Account Executive,3,Yes,2,13.7,4,Hybrid,0.3,9444,Recruiter Sourced,8,2019-08-12,1.0,OK,3,1,0.6666666666666666
21,101527,No,Finance,445,4,Finance Manager,4,No,3,1.0,4,On-site,0.3,9445,LinkedIn,45,2020-03-07,1.0,OK,9,2,2.111111111111111
32,41646,No,News & Content,446,3,Photojournalist,4,No,3,9.3,1,Hybrid,0.6,9446,Indeed,37,2023-07-17,1.0,OK,5,1,4.0
44,48661,No,Finance,447,3,Finance Manager,3,No,2,9.1,4,Remote,0.8,9447,Employee Referral,43,2020-08-01,1.0,OK,3,0,3.6666666666666665
39,72862,No,Sales,448,4,Account Executive,4,Yes,3,0.5,3,Hybrid,0.5,9448,Recruiter Sourced,34,2022-03-25,1.0,OK,3,0,3.3333333333333335
40,100649,No,Engineering,449,2,Systems Engineer,3,No,3,0.6,3,Hybrid,0.2,9449,University Recruiting,49,2025-05-27,1.0,OK,4,1,2.75
45,109415,No,Finance,450,4,Accountant,2,Yes,3,3.4,3,Remote,1.8,9450,LinkedIn,25,2022-11-28,1.0,OK,8,0,4.875
45,53781,No,Human Resources,451,1,HR Generalist,2,No,3,3.0,2,Hybrid,0.8,9451,LinkedIn,45,2018-08-09,1.0,OK,7,1,2.0
21,38470,Yes,News & Content,452,2,News Director,2,No,2,1.0,3,Hybrid,1.0,9452,University Recruiting,38,2025-08-15,1.0,OK,2,0,3.0
48,45078,No,Sales,453,3,Sales Manager,4,No,3,13.1,3,Hybrid,2.5,9453,Career Site,12,2020-06-18,1.0,OK,1,0,3.0
35,58911,No,News & Content,454,3,Producer,1,No,3,3.3,4,Remote,0.1,9454,Career Site,11,2023-04-09,1.0,OK,4,0,2.75
34,76068,No,News & Content,455,4,Editor,1,No,3,0.5,4,On-site,0.5,9455,Employee Referral,30,2022-05-14,1.0,OK,6,1,4.833333333333333
23,99384,No,Human Resources,456,3,HR Manager,3,No,3,1.0,2,Remote,1.0,9456,LinkedIn,23,2021-11-03,1.0,OK,3,0,5.0
32,85422,No,Human Resources,457,3,HR Generalist,3,No,2,3.2,4,On-site,1.7,9457,LinkedIn,8,2019-03-13,1.0,OK,1,0,8.0
47,87371,No,Sales,458,3,Sales Manager,1,No,3,3.1,2,Hybrid,2.3,9458,Career Site,18,2023-05-12,1.0,OK,2,0,1.0
38,107198,No,Sales,459,2,Account Executive,3,No,3,3.4,2,On-site,2.0,9459,Employee Referral,31,2020-07-08,1.0,OK,3,1,2.3333333333333335
44,99825,Yes,News & Content,460,4,Editor,4,Yes,4,0.7,3,On-site,0.6,9460,Recruiter Sourced,23,2022-12-09,1.0,OK,2,1,0.0
45,67129,No,Sales,461,4,Sales Coordinator,1,No,2,4.7,2,Hybrid,1.1,9461,University Recruiting,64,2023-07-08,1.0,OK,1,0,4.0
28,76243,No,News & Content,462,1,Photojournalist,3,No,3,0.5,4,On-site,0.5,9462,Employee Referral,25,2023-01-08,1.0,OK,4,0,1.25
32,109107,No,Sales,463,3,Account Executive,4,No,3,3.9,2,Hybrid,3.9,9463,University Recruiting,49,2025-02-28,1.0,OK,1,1,0.0
41,75384,No,Human Resources,464,2,HR Manager,4,Yes,2,0.8,3,Remote,0.8,9464,Indeed,55,2018-12-13,1.0,OK,2,1,6.0
37,100731,Yes,News & Content,465,3,Producer,2,Yes,3,3.3,4,Remote,3.3,9465,Employee Referral,27,2019-09-30,1.0,OK,1,0,0.0
42,120947,Yes,News & Content,466,3,Photojournalist,2,Yes,3,3.6,4,Hybrid,3.6,9466,Employee Referral,26,2023-10-14,1.0,OK,6,1,4.666666666666667
26,67138,No,Human Resources,467,1,HR Generalist,3,No,3,0.5,2,Remote,0.5,9467,Career Site,27,2018-11-08,1.0,OK,2,0,1.5
48,63755,No,News & Content,468,4,Reporter,3,No,3,1.7,3,Hybrid,1.0,9468,University Recruiting,31,2025-05-22,1.0,OK,2,1,0.5
37,100036,No,Engineering,469,3,Broadcast Engineer,2,No,2,5.9,2,Hybrid,0.8,9469,Recruiter Sourced,29,2023-11-23,1.0,OK,3,0,4.0
51,47431,No,Sales,470,1,Sales Coordinator,1,No,3,0.4,3,Hybrid,0.4,9470,Career Site,18,2025-04-06,1.0,OK,5,0,1.2
21,62757,No,Sales,471,3,Sales Manager,3,No,3,1.0,4,Remote,0.2,9471,Career Site,38,2020-12-12,1.0,OK,0,0,0.0
45,94045,No,Sales,472,3,Sales Coordinator,4,No,2,0.2,3,Hybrid,0.2,9472,Employee Referral,29,2025-12-03,1.0,OK,2,0,1.0
24,92324,No,Sales,473,3,Account Executive,3,No,3,4.0,1,Hybrid,2.1,9473,Employee Referral,64,2018-12-14,1.0,OK,4,0,1.5
58,92040,Yes,Human Resources,474,2,HR Generalist,1,No,3,7.9,3,On-site,1.8,9474,Indeed,46,2021-11-23,1.0,OK,7,0,1.5714285714285714
46,110602,No,News & Content,475,3,Producer,3,No,3,0.7,4,Hybrid,0.7,9475,Employee Referral,29,2019-12-26,1.0,OK,4,0,0.5
51,70209,No,Finance,476,4,Finance Manager,2,Yes,3,3.3,2,On-site,0.5,9476,Employee Referral,41,2023-12-08,1.0,OK,6,1,1.0
46,90277,No,Engineering,477,2,Broadcast Engineer,4,No,3,1.4,3,On-site,0.2,9477,Recruiter Sourced,41,2023-06-13,1.0,OK,2,1,0.5
53,73156,No,Sales,478,3,Sales Coordinator,4,Yes,3,12.8,3,On-site,0.3,9478,Indeed,48,2024-02-03,1.0,OK,1,0,5.0
26,88028,No,Sales,479,3,Sales Coordinator,4,No,2,0.7,3,On-site,0.7,9479,Employee Referral,11,2023-04-27,1.0,OK,1,0,0.0
32,92655,No,News & Content,480,3,Producer,4,No,3,5.7,4,Hybrid,1.5,9480,Employee Referral,17,2024-11-09,1.0,OK,1,0,9.0
35,34000,No,News & Content,481,3,Editor,3,No,3,7.2,4,Hybrid,1.7,9481,Career Site,23,2019-12-24,1.0,OK,4,2,4.75
51,63208,Yes,News & Content,482,1,Reporter,2,Yes,3,3.1,3,Remote,1.1,9482,Employee Referral,33,2022-03-15,1.0,OK,10,1,2.8
31,89090,Yes,News & Content,483,1,Reporter,3,No,4,0.4,1,Hybrid,0.4,9483,Career Site,7,2023-03-11,1.0,OK,5,0,0.6
39,34000,No,Engineering,484,4,Systems Engineer,4,Yes,3,7.2,4,Hybrid,0.6,9484,Indeed,22,2026-01-04,1.0,OK,5,0,2.2
40,84540,No,Sales,485,3,Account Executive,1,Yes,3,6.0,4,On-site,0.3,9485,Recruiter Sourced,51,2019-04-22,1.0,OK,5,0,4.4
37,70901,No,Human Resources,486,3,HR Manager,1,Yes,3,0.9,3,Hybrid,0.9,9486,Indeed,19,2020-12-14,1.0,OK,6,1,3.1666666666666665
42,34000,Yes,News & Content,487,4,News Director,2,No,3,0.1,3,On-site,0.1,9487,Employee Referral,37,2021-07-04,1.0,OK,9,1,4.666666666666667
38,34000,Yes,News & Content,488,3,Producer,2,No,3,6.2,4,Remote,0.1,9488,Career Site,37,2021-08-04,1.0,OK,4,1,1.0
40,54590,No,News & Content,489,1,Editor,3,No,3,2.4,2,On-site,1.3,9489,Recruiter Sourced,39,2019-02-06,1.0,OK,9,0,1.7777777777777777
44,80475,No,Sales,490,3,Sales Manager,3,Yes,3,0.1,4,On-site,0.1,9490,Recruiter Sourced,43,2021-12-23,1.0,OK,1,0,4.0
32,75969,No,Engineering,491,3,IT Support,3,No,3,5.0,3,Hybrid,0.5,9491,Career Site,47,2022-12-18,1.0,OK,1,1,3.0
44,88805,No,Engineering,492,3,Systems Engineer,3,Yes,3,0.8,3,Hybrid,0.8,9492,Career Site,53,2020-11-25,1.0,OK,5,0,1.8
36,48411,No,News & Content,493,3,Photojournalist,4,No,4,6.4,4,Remote,1.2,9493,Employee Referral,29,2019-08-21,1.0,OK,4,1,1.75
42,34000,No,Sales,494,3,Sales Manager,3,Yes,3,2.6,2,On-site,2.6,9494,Career Site,23,2024-02-12,1.0,OK,1,0,1.0
42,80088,No,Engineering,495,4,Broadcast Engineer,2,Yes,3,6.4,2,On-site,0.9,9495,Employee Referral,39,2020-10-02,1.0,OK,2,0,1.5
47,88082,No,Sales,496,1,Sales Manager,4,No,3,0.2,3,Hybrid,0.2,9496,Indeed,39,2022-10-11,1.0,OK,2,0,6.0
31,90453,No,Sales,497,3,Sales Manager,4,No,3,5.1,4,On-site,1.0,9497,Employee Referral,44,2022-10-04,1.0,OK,2,1,2.5
42,82340,Yes,News & Content,498,2,Producer,2,No,3,2.3,2,On-site,1.5,9498,University Recruiting,14,2024-02-16,1.0,OK,10,1,1.9
29,67245,Yes,Sales,499,2,Sales Coordinator,2,Yes,3,2.6,4,Hybrid,2.6,9499,Indeed,43,2023-06-16,1.0,OK,11,2,1.6363636363636365
31,67359,No,Sales,500,3,Account Executive,1,No,3,8.8,2,Remote,2.7,9500,Indeed,16,2019-06-08,1.0,OK,2,0,1.0
45,90575,No,News & Content,501,4,Producer,4,No,4,4.6,4,Hybrid,3.0,9501,Career Site,37,2024-05-25,1.0,OK,5,0,1.6
27,79172,Yes,News & Content,502,2,News Director,4,Yes,3,2.7,2,Hybrid,0.4,9502,Indeed,28,2023-08-04,1.0,OK,7,0,1.5714285714285714
62,84222,No,Finance,503,3,Accountant,2,Yes,3,1.4,4,On-site,1.4,9503,University Recruiting,49,2026-06-16,1.0,OK,2,0,6.0
40,103821,No,News & Content,504,4,Photojournalist,4,No,4,3.1,4,On-site,1.8,9504,University Recruiting,15,2022-06-06,1.0,OK,2,0,3.0
26,96274,Yes,News & Content,505,2,Producer,4,Yes,3,1.3,2,On-site,1.3,9505,Employee Referral,36,2024-01-26,1.0,OK,4,0,0.25
39,37217,No,Engineering,506,1,Broadcast Engineer,4,No,3,2.5,1,On-site,1.4,9506,Employee Referral,39,2026-01-11,1.0,OK,9,0,3.888888888888889
50,83079,No,Finance,507,4,Financial Analyst,4,Yes,3,7.2,4,On-site,0.1,9507,LinkedIn,29,2026-06-13,1.0,OK,1,0,4.0
48,60800,No,News & Content,508,2,Reporter,3,No,3,10.6,4,On-site,0.4,9508,Indeed,36,2020-11-09,1.0,OK,5,1,4.0
33,96653,No,Finance,509,4,Finance Manager,3,No,3,3.2,3,On-site,2.6,9509,LinkedIn,27,2023-06-07,1.0,OK,2,1,3.5
38,34000,No,Finance,510,2,Finance Manager,3,No,2,4.5,3,Hybrid,1.5,9510,Recruiter Sourced,35,2021-02-02,1.0,OK,5,1,1.8
24,64055,Yes,News & Content,511,2,Editor,4,Yes,3,1.0,4,Remote,0.9,9511,University Recruiting,38,2022-10-06,1.0,OK,6,1,2.0
34,107265,No,News & Content,512,3,Photojournalist,4,Yes,3,3.2,2,Hybrid,3.2,9512,Employee Referral,27,2026-07-09,1.0,OK,4,0,4.0
51,90037,No,News & Content,513,2,News Director,3,No,2,6.5,4,On-site,5.1,9513,Employee Referral,32,2021-05-22,1.0,OK,5,0,2.0
43,78026,Yes,News & Content,514,4,News Director,3,Yes,3,2.1,1,On-site,1.8,9514,Career Site,7,2019-08-07,1.0,OK,3,1,3.3333333333333335
47,44974,Yes,News & Content,515,3,News Director,3,Yes,2,8.9,2,Hybrid,1.3,9515,Career Site,11,2023-01-23,1.0,OK,3,1,2.3333333333333335
31,62853,No,News & Content,516,4,Producer,3,Yes,2,9.1,2,Hybrid,4.7,9516,University Recruiting,28,2022-09-19,1.0,OK,3,1,0.0
44,34000,Yes,News & Content,517,4,News Director,4,No,3,5.1,3,On-site,5.1,9517,LinkedIn,18,2023-08-13,1.0,OK,2,0,1.0
25,124286,Yes,News & Content,518,2,News Director,4,No,3,0.4,2,Hybrid,0.4,9518,Recruiter Sourced,31,2022-07-02,1.0,OK,18,4,2.0555555555555554
33,95569,No,News & Content,519,2,Producer,3,No,3,2.5,1,On-site,0.6,9519,Career Site,48,2019-12-31,1.0,OK,5,1,3.2
45,56680,No,News & Content,520,3,Editor,3,No,3,5.5,3,Hybrid,1.1,9520,LinkedIn,51,2023-06-08,1.0,OK,4,2,1.75
31,50124,No,Sales,521,2,Sales Manager,2,No,2,7.4,3,On-site,0.6,9521,University Recruiting,31,2024-03-24,1.0,OK,4,0,3.5
54,49877,Yes,Engineering,522,4,IT Support,1,Yes,3,8.8,3,On-site,0.0,9522,University Recruiting,19,2026-05-24,1.0,OK,4,1,4.5
50,66466,No,News & Content,523,3,Photojournalist,3,No,3,1.4,3,On-site,1.1,9523,LinkedIn,18,2018-07-28,1.0,OK,1,0,0.0
44,67590,No,Human Resources,524,2,HR Generalist,4,No,4,7.1,3,Hybrid,1.4,9524,LinkedIn,55,2018-10-02,1.0,OK,2,0,2.0
