Age,AnnualSalary,Attrition,Department,EmployeeID,EngagementScore,JobRole,JobSatisfaction,OverTime,PerformanceRating,TenureYears,WorkLifeBalance,WorkMode,YearsSinceLastPromotion,CandidateID,HireSource,TimeToHireDays,HireDate,NameMatchScore,MatchStatus,TicketCount,EscalatedTickets,AvgResolveDays,AttritionRiskScore,RiskSegment
32,87862,Yes,News & Content,759,2,Producer,3,No,3,1.4,4,Hybrid,1.4,9759,LinkedIn,18,2018-08-16,1.0,OK,5,1,6.0,0.88508403,High
33,34000,Yes,Sales,760,4,Sales Manager,2,No,2,1.1,2,Hybrid,1.1,9760,LinkedIn,33,2026-06-14,1.0,OK,5,0,1.2,0.9699202,High
26,92454,No,Sales,761,2,Account Executive,2,No,3,6.0,2,Remote,1.6,9761,Career Site,7,2021-10-17,1.0,OK,4,0,0.25,0.17479166,Low
32,137051,No,News & Content,762,3,Editor,4,No,4,12.0,3,Hybrid,1.0,9762,LinkedIn,28,2019-07-31,1.0,OK,0,0,0.0,0.0032720368,Low
29,86339,No,Sales,763,1,Account Executive,3,No,3,9.0,3,Hybrid,1.9,9763,LinkedIn,37,2020-11-29,1.0,OK,3,0,3.3333333333333335,0.0012354573,Low
52,96612,No,Sales,764,2,Sales Manager,4,No,3,8.4,4,Remote,8.2,9764,University Recruiting,36,2021-07-06,1.0,OK,13,1,1.6923076923076923,0.01022184,Low
53,34000,Yes,Sales,765,3,Sales Coordinator,4,Yes,3,0.4,4,Remote,0.4,9765,Career Site,48,2022-12-13,1.0,OK,1,0,1.0,0.9724582,High
21,79385,No,News & Content,766,4,News Director,2,No,4,1.0,2,On-site,0.9,9766,LinkedIn,19,2018-12-26,1.0,OK,1,0,2.0,0.3297802,Low
43,79857,No,News & Content,767,4,Producer,3,No,3,2.6,3,On-site,1.9,9767,Employee Referral,32,2024-03-09,1.0,OK,4,1,1.5,0.0032946654,Low
50,55747,No,Sales,768,3,Sales Manager,4,No,3,4.8,1,On-site,1.1,9768,Indeed,45,2025-02-15,1.0,OK,4,2,3.0,0.0077529135,Low
54,114793,No,News & Content,769,3,News Director,4,No,3,2.0,3,Hybrid,1.5,9769,Career Site,37,2021-06-07,1.0,OK,1,0,0.0,0.0017390852,Low
44,63215,No,Engineering,770,4,Systems Engineer,4,No,3,1.3,4,Hybrid,1.3,9770,Indeed,44,2025-06-13,1.0,OK,4,1,3.75,0.009304728,Low
28,34000,No,Sales,771,2,Sales Manager,3,No,3,2.5,4,On-site,1.1,9771,Employee Referral,18,2025-06-26,1.0,OK,4,1,1.25,0.054085642,Low
50,89088,No,Sales,772,2,Sales Coordinator,1,No,3,9.0,2,Hybrid,1.1,9772,Career Site,34,2020-06-10,1.0,OK,8,0,2.5,0.15320335,Low
21,99074,Yes,News & Content,773,2,Editor,4,Yes,3,1.0,4,On-site,1.0,9773,Indeed,31,2024-03-05,1.0,OK,3,0,3.3333333333333335,0.96833825,High
59,38473,No,Finance,774,4,Accountant,2,No,3,6.0,4,On-site,0.9,9774,Employee Referral,35,2021-09-18,1.0,OK,7,2,2.2857142857142856,0.18943049,Low
35,128287,No,Sales,775,4,Account Executive,4,No,3,15.0,4,On-site,3.7,9775,Career Site,23,2021-02-07,1.0,OK,3,1,3.6666666666666665,0.0055413283,Low
37,125749,Yes,News & Content,776,2,Photojournalist,4,Yes,3,2.8,2,Hybrid,1.3,9776,LinkedIn,50,2021-08-15,1.0,OK,7,1,2.142857142857143,0.97605795,High
46,69716,No,News & Content,777,4,Editor,3,No,3,1.8,4,On-site,0.6,9777,LinkedIn,42,2021-08-11,1.0,OK,0,0,0.0,0.008250962,Low
40,84249,No,Engineering,778,2,Systems Engineer,4,No,3,3.4,3,Hybrid,1.4,9778,Employee Referral,49,2022-12-02,1.0,OK,1,0,2.0,0.012021506,Low
29,103797,No,Sales,779,3,Sales Manager,3,No,3,7.2,3,Hybrid,0.7,9779,Employee Referral,37,2023-11-10,1.0,OK,3,1,1.3333333333333333,0.00022674959,Low
21,102901,Yes,News & Content,780,4,Producer,2,No,3,1.0,3,Hybrid,0.2,9780,Career Site,24,2022-05-11,1.0,OK,5,0,3.0,0.8715284,High
39,55443,No,Engineering,781,1,Systems Engineer,2,No,3,2.5,3,Hybrid,0.2,9781,Employee Referral,41,2020-01-24,1.0,OK,9,1,2.5555555555555554,0.11255279,Low
39,48891,No,News & Content,782,3,Photojournalist,3,No,3,9.0,3,On-site,3.0,9782,LinkedIn,51,2021-08-20,1.0,OK,2,0,8.0,0.054684304,Low
45,84918,No,Engineering,783,3,IT Support,4,No,3,2.6,3,Remote,0.8,9783,Employee Referral,37,2025-12-15,1.0,OK,1,0,2.0,0.00021779243,Low
50,64777,Yes,Finance,784,2,Financial Analyst,2,No,3,0.1,2,Hybrid,0.1,9784,Career Site,21,2025-04-12,1.0,OK,4,1,2.5,0.9305579,High
42,93572,No,News & Content,785,1,Producer,3,Yes,3,3.6,3,Remote,0.5,9785,Career Site,26,2019-10-17,1.0,OK,2,0,7.5,0.07740388,Low
33,77069,No,News & Content,786,4,Photojournalist,3,Yes,4,10.0,3,Hybrid,5.3,9786,University Recruiting,34,2026-07-16,1.0,OK,4,0,4.5,0.11961449,Low
46,78459,No,Sales,787,4,Sales Manager,3,Yes,3,14.8,3,Hybrid,1.6,9787,Recruiter Sourced,52,2023-12-02,1.0,OK,5,2,3.6,0.0056570214,Low
25,76587,No,News & Content,788,2,News Director,4,No,3,5.0,3,On-site,0.7,9788,Career Site,57,2019-08-20,1.0,OK,4,2,1.25,0.08629896,Low
42,77098,No,News & Content,789,3,News Director,4,No,3,7.9,3,On-site,1.2,9789,Recruiter Sourced,22,2019-02-18,1.0,OK,3,1,1.6666666666666667,0.0017901728,Low
63,54900,No,Sales,790,2,Account Executive,3,No,3,3.2,1,Hybrid,1.4,9790,LinkedIn,38,2018-09-07,1.0,OK,6,0,4.333333333333333,0.036445376,Low
40,98424,Yes,Sales,791,3,Sales Coordinator,2,Yes,3,0.9,4,On-site,0.9,9791,University Recruiting,26,2024-04-30,1.0,OK,4,0,2.25,0.72787076,High
37,62706,No,Engineering,792,4,Systems Engineer,4,Yes,3,0.2,1,On-site,0.2,9792,LinkedIn,17,2022-06-15,1.0,OK,6,0,1.6666666666666667,0.26993433,Low
39,48166,No,Sales,793,3,Sales Coordinator,3,No,4,4.4,2,Hybrid,0.7,9793,LinkedIn,41,2022-01-20,1.0,OK,0,0,0.0,0.00022314003,Low
31,73475,No,Sales,794,3,Sales Manager,4,No,3,5.1,3,Hybrid,1.3,9794,Employee Referral,35,2026-06-25,1.0,OK,1,0,2.0,8.6964625e-05,Low
27,80653,No,News & Content,795,3,Photojournalist,4,Yes,3,7.0,4,Hybrid,1.5,9795,Employee Referral,36,2019-03-28,1.0,OK,4,0,4.75,0.05341184,Low
31,34000,Yes,Sales,796,2,Sales Coordinator,4,No,2,0.9,4,On-site,0.9,9796,Career Site,31,2023-09-12,1.0,OK,5,0,3.6,0.9431784,High
36,73301,No,News & Content,797,2,Photojournalist,4,No,3,2.4,4,Hybrid,1.9,9797,LinkedIn,37,2021-11-20,1.0,OK,7,0,2.857142857142857,0.08239647,Low
62,62910,No,News & Content,798,4,Photojournalist,3,No,3,0.1,2,Hybrid,0.1,9798,Recruiter Sourced,37,2022-03-17,1.0,OK,1,0,5.0,0.012627517,Low
33,78488,No,News & Content,799,4,Editor,1,No,3,1.1,3,On-site,0.9,9799,Recruiter Sourced,44,2024-11-14,1.0,OK,8,0,2.25,0.44565374,Medium
27,64447,No,News & Content,800,1,News Director,4,No,3,6.5,4,On-site,0.2,9800,LinkedIn,23,2023-05-25,1.0,OK,3,0,1.6666666666666667,0.026207086,Low
30,102391,No,Engineering,801,2,Systems Engineer,2,No,3,2.0,4,Hybrid,0.4,9801,Recruiter Sourced,45,2021-12-18,1.0,OK,6,0,3.8333333333333335,0.21731134,Low
41,73701,Yes,News & Content,802,4,News Director,1,No,3,0.6,4,On-site,0.6,9802,Career Site,43,2019-12-31,1.0,OK,5,1,2.0,0.603279,Medium
21,108564,Yes,Sales,803,3,Sales Manager,1,No,2,1.0,4,On-site,1.0,9803,Employee Referral,38,2022-08-20,1.0,OK,2,0,1.0,0.71635747,High
49,112439,No,Finance,804,2,Finance Manager,4,No,3,3.1,3,Hybrid,0.3,9804,University Recruiting,34,2022-12-23,1.0,OK,2,0,4.5,0.015215685,Low
41,50842,No,Finance,805,2,Financial Analyst,4,No,3,2.5,2,Hybrid,2.5,9805,Employee Referral,32,2022-02-28,1.0,OK,2,1,0.5,0.0037959379,Low
46,52411,No,Sales,806,3,Account Executive,3,No,3,3.5,3,Hybrid,0.1,9806,Career Site,32,2021-05-27,1.0,OK,2,0,3.5,0.00019621725,Low
43,46292,No,Sales,807,3,Account Executive,3,No,4,8.3,2,Hybrid,0.3,9807,Recruiter Sourced,34,2020-01-17,1.0,OK,4,0,1.5,0.0004899452,Low
58,84230,No,Engineering,808,2,Systems Engineer,4,No,3,1.6,2,On-site,1.6,9808,Recruiter Sourced,14,2023-05-25,1.0,OK,2,0,0.5,0.0089864265,Low
37,44615,No,News & Content,809,4,News Director,2,No,3,4.2,3,On-site,0.1,9809,Career Site,63,2023-03-08,1.0,OK,8,2,1.75,0.05941599,Low
49,34000,Yes,News & Content,810,1,Editor,4,No,2,1.3,3,On-site,1.3,9810,Indeed,47,2025-05-02,1.0,OK,9,1,1.1111111111111112,0.9831564,High
33,101463,No,News & Content,811,3,Reporter,4,No,2,10.6,2,Remote,0.5,9811,LinkedIn,57,2020-06-14,1.0,OK,3,1,2.6666666666666665,0.0031023829,Low
34,34000,No,News & Content,812,2,Photojournalist,4,No,3,3.3,2,On-site,2.4,9812,Recruiter Sourced,42,2022-07-29,1.0,OK,5,0,3.2,0.7200942,High
34,92342,No,Finance,813,4,Finance Manager,2,No,3,5.5,3,Remote,1.1,9813,Indeed,25,2021-11-05,1.0,OK,2,0,2.5,0.010564811,Low
27,101515,No,Sales,814,4,Sales Manager,3,No,3,4.9,3,Hybrid,2.6,9814,LinkedIn,40,2022-12-05,1.0,OK,1,0,2.0,0.000121772624,Low
41,157447,Yes,News & Content,815,2,News Director,3,No,2,1.1,4,On-site,1.1,9815,Employee Referral,44,2021-06-30,1.0,OK,7,0,2.142857142857143,0.986033,High
47,86294,No,News & Content,816,4,Photojournalist,3,Yes,3,11.6,3,Hybrid,5.2,9816,University Recruiting,21,2026-05-21,1.0,OK,4,0,3.25,0.074634366,Low
29,69891,Yes,News & Content,817,2,Producer,3,No,2,5.5,1,On-site,0.2,9817,Employee Referral,50,2023-02-08,1.0,OK,7,1,1.0,0.9207952,High
60,85236,No,Sales,818,3,Sales Manager,4,Yes,3,3.8,3,On-site,1.1,9818,Employee Referral,28,2024-03-13,1.0,OK,2,1,0.5,0.0050850837,Low
49,75316,No,Sales,819,3,Account Executive,3,Yes,3,0.6,3,On-site,0.6,9819,Indeed,43,2019-06-19,1.0,OK,2,0,4.0,0.015175967,Low
28,68126,No,Sales,820,3,Sales Coordinator,3,No,2,0.4,2,On-site,0.4,9820,Employee Referral,52,2022-05-31,1.0,OK,1,0,7.0,0.001640678,Low
54,81043,Yes,News & Content,821,2,News Director,1,No,3,1.1,3,Hybrid,1.1,9821,LinkedIn,37,2024-01-31,1.0,OK,7,0,2.857142857142857,0.99093866,High
40,61944,No,Engineering,822,4,Broadcast Engineer,2,No,3,13.7,4,Remote,10.0,9822,Employee Referral,52,2019-09-12,1.0,OK,3,0,0.6666666666666666,0.02113615,Low
55,38795,No,Engineering,823,3,Broadcast Engineer,4,No,3,0.1,3,On-site,0.1,9823,Career Site,15,2024-05-29,1.0,OK,4,0,2.0,0.23788504,Low
50,49934,No,Finance,824,3,Financial Analyst,3,No,3,2.6,1,On-site,2.6,9824,Employee Referral,19,2026-06-06,1.0,OK,3,1,0.0,0.0039897626,Low
41,88826,No,Engineering,825,3,Systems Engineer,4,Yes,3,13.4,3,Hybrid,2.4,9825,LinkedIn,23,2026-06-06,1.0,OK,4,0,2.0,0.0055212313,Low
41,34000,No,Sales,826,4,Sales Coordinator,3,No,3,8.9,2,Hybrid,0.4,9826,Career Site,7,2024-10-15,1.0,OK,0,0,0.0,0.008217691,Low
21,71391,Yes,Sales,827,1,Sales Coordinator,2,No,3,1.0,3,On-site,1.0,9827,Recruiter Sourced,11,2022-04-12,1.0,OK,11,1,3.363636363636364,0.99285877,High
51,64485,No,News & Content,828,4,Editor,4,No,4,17.0,4,On-site,2.4,9828,LinkedIn,52,2019-03-09,1.0,OK,0,0,0.0,0.0032358526,Low
45,86340,Yes,News & Content,829,3,Producer,1,No,3,1.9,2,On-site,1.9,9829,Career Site,49,2025-09-05,1.0,OK,5,0,4.8,0.6244396,Medium
40,52213,No,Engineering,830,3,Broadcast Engineer,1,No,2,6.3,2,Hybrid,2.4,9830,Employee Referral,26,2019-04-08,1.0,OK,6,0,1.5,0.0013168168,Low
36,54701,No,Sales,831,3,Account Executive,2,No,3,12.1,2,On-site,2.6,9831,Indeed,62,2022-05-04,1.0,OK,1,0,0.0,0.00037801452,Low
54,39588,Yes,News & Content,832,3,Producer,3,No,3,0.5,4,Remote,0.5,9832,Employee Referral,30,2024-06-29,1.0,OK,3,1,5.333333333333333,0.80911016,High
26,91717,No,Sales,833,3,Sales Coordinator,4,No,4,1.7,3,Hybrid,1.7,9833,Indeed,58,2026-03-30,1.0,OK,2,0,1.0,0.00071654,Low
48,77209,Yes,Engineering,834,2,Broadcast Engineer,2,Yes,3,0.2,3,Remote,0.2,9834,Indeed,58,2019-03-09,1.0,OK,8,1,2.375,0.9801931,High
39,48095,Yes,News & Content,835,2,Photojournalist,1,No,3,0.5,2,On-site,0.5,9835,Career Site,25,2023-08-18,1.0,OK,7,3,2.4285714285714284,0.992618,High
21,34000,Yes,Human Resources,836,2,HR Manager,4,No,3,1.0,2,On-site,0.8,9836,Recruiter Sourced,44,2024-12-11,1.0,OK,4,0,1.0,0.9386554,High
46,109210,No,Sales,837,4,Sales Manager,2,No,3,1.5,4,On-site,1.5,9837,Indeed,48,2021-01-22,1.0,OK,6,0,2.1666666666666665,0.15333384,Low
45,86235,Yes,News & Content,838,3,Photojournalist,1,No,3,4.6,1,Hybrid,2.2,9838,Career Site,25,2018-12-25,1.0,OK,7,3,4.285714285714286,0.06602003,Low
36,77175,No,Sales,839,2,Sales Manager,4,No,4,9.8,3,On-site,0.4,9839,Career Site,7,2021-04-22,1.0,OK,0,0,0.0,0.011864464,Low
34,43321,No,News & Content,840,4,News Director,3,No,4,7.3,3,On-site,0.5,9840,Employee Referral,44,2024-10-14,1.0,OK,4,3,4.75,0.0629722,Low
39,78427,No,News & Content,841,3,News Director,4,No,3,4.0,4,On-site,0.6,9841,LinkedIn,23,2022-04-24,1.0,OK,2,1,3.5,0.0018395443,Low
31,77448,No,News & Content,842,4,News Director,4,No,2,1.4,3,Hybrid,1.1,9842,Employee Referral,32,2022-08-30,1.0,OK,0,0,0.0,0.012754833,Low
37,74845,Yes,News & Content,843,3,Photojournalist,2,No,3,0.1,3,Hybrid,0.1,9843,Indeed,36,2022-04-25,1.0,OK,2,0,1.0,0.8055376,High
21,66353,No,Sales,844,4,Sales Manager,4,No,4,1.0,2,Hybrid,0.2,9844,LinkedIn,41,2024-06-06,1.0,OK,2,0,0.5,0.009629704,Low
36,90644,No,Sales,845,4,Sales Coordinator,3,No,4,6.4,2,On-site,1.7,9845,Indeed,29,2021-12-05,1.0,OK,4,1,5.0,0.00033223096,Low
31,101052,No,Sales,846,4,Account Executive,1,No,3,2.7,3,Remote,1.2,9846,LinkedIn,37,2026-03-30,1.0,OK,5,1,2.0,0.00500364,Low
22,78865,No,Sales,847,4,Sales Manager,3,No,4,2.0,4,On-site,0.0,9847,Recruiter Sourced,49,2024-12-11,1.0,OK,1,0,1.0,0.0008606837,Low
38,67121,No,News & Content,848,2,News Director,3,No,3,2.0,3,Remote,1.1,9848,Indeed,8,2020-11-15,1.0,OK,5,2,2.8,0.047989357,Low
27,90713,No,News & Content,849,2,Photojournalist,1,No,3,7.0,4,Hybrid,2.7,9849,Employee Referral,15,2018-11-04,1.0,OK,6,0,0.8333333333333334,0.3847777,Medium
49,65062,No,Engineering,850,4,IT Support,3,Yes,4,2.4,3,Hybrid,1.9,9850,Employee Referral,18,2025-12-10,1.0,OK,3,0,0.3333333333333333,0.0093181,Low
51,60685,No,News & Content,851,1,Producer,3,No,3,3.6,3,Remote,3.6,9851,Employee Referral,27,2024-07-21,1.0,OK,7,1,2.0,0.07734038,Low
50,59205,No,News & Content,852,1,Reporter,2,No,3,9.7,3,Hybrid,1.1,9852,Indeed,44,2024-05-17,1.0,OK,6,0,1.8333333333333333,0.40635902,Medium
53,51246,No,News & Content,853,4,News Director,4,No,3,3.2,3,Remote,0.6,9853,LinkedIn,47,2023-01-26,1.0,OK,3,0,2.0,0.004132779,Low
34,72400,Yes,News & Content,854,4,Editor,3,Yes,3,8.6,4,Hybrid,3.7,9854,Recruiter Sourced,31,2019-01-19,1.0,OK,3,0,1.3333333333333333,0.7927025,High
38,90514,No,News & Content,855,4,Photojournalist,2,No,3,13.8,4,Hybrid,2.1,9855,Employee Referral,31,2022-05-06,1.0,OK,3,1,2.6666666666666665,0.040565923,Low
39,100960,No,Engineering,856,4,Broadcast Engineer,2,No,3,1.9,4,On-site,1.9,9856,LinkedIn,52,2019-11-30,1.0,OK,5,0,3.4,0.01261694,Low
44,78501,No,Finance,857,1,Accountant,4,No,3,5.1,2,Hybrid,2.8,9857,Employee Referral,36,2018-12-21,1.0,OK,4,1,2.0,0.0035850808,Low
36,65581,No,Engineering,858,4,Broadcast Engineer,4,Yes,3,14.7,2,Remote,2.7,9858,Indeed,29,2026-06-25,1.0,OK,4,1,1.25,0.0128958,Low
50,57063,No,Sales,859,1,Account Executive,2,No,3,1.9,3,Remote,0.6,9859,LinkedIn,45,2025-01-11,1.0,OK,3,0,3.3333333333333335,0.036652785,Low
37,84849,No,Finance,860,3,Finance Manager,3,No,3,1.6,2,On-site,1.3,9860,Employee Referral,44,2023-07-22,1.0,OK,1,0,3.0,0.0011051855,Low
42,94434,No,Sales,861,2,Sales Coordinator,4,No,4,6.6,4,On-site,4.8,9861,Indeed,39,2020-11-08,1.0,OK,0,0,0.0,0.004501505,Low
21,101471,Yes,News & Content,862,2,Reporter,1,No,4,1.0,4,On-site,1.0,9862,Career Site,26,2019-03-22,1.0,OK,11,1,2.5454545454545454,0.993598,High
47,74677,Yes,News & Content,863,1,News Director,2,No,2,11.0,2,On-site,6.6,9863,University Recruiting,21,2022-08-09,1.0,OK,4,1,0.25,0.64005363,Medium
43,34000,No,Finance,864,4,Accountant,1,No,3,2.4,2,On-site,0.7,9864,Employee Referral,22,2025-05-15,1.0,OK,6,2,1.6666666666666667,0.7372631,High
49,35250,No,Human Resources,865,4,HR Generalist,3,No,3,1.5,4,Remote,0.9,9865,Recruiter Sourced,23,2020-10-12,1.0,OK,4,2,1.25,0.39327478,Medium
26,41500,No,Sales,866,1,Sales Coordinator,3,Yes,3,4.9,2,Hybrid,0.0,9866,Career Site,22,2019-08-15,1.0,OK,5,3,0.6,0.07666299,Low
30,67330,No,News & Content,867,2,Photojournalist,2,No,3,5.3,2,Hybrid,1.5,9867,LinkedIn,27,2020-10-21,1.0,OK,3,0,6.333333333333333,0.5607681,Medium
34,71724,No,Human Resources,868,3,HR Manager,3,No,4,1.4,4,Hybrid,0.7,9868,Employee Referral,33,2025-06-03,1.0,OK,3,0,0.6666666666666666,0.031316243,Low
31,34000,No,Finance,869,4,Finance Manager,4,Yes,3,1.7,2,On-site,0.1,9869,Recruiter Sourced,35,2018-09-03,1.0,OK,5,1,2.4,0.24763349,Low
39,54755,No,Human Resources,870,3,HR Generalist,4,No,3,3.9,1,On-site,3.9,9870,LinkedIn,19,2019-06-14,1.0,OK,4,2,4.25,0.02017344,Low
35,60165,Yes,News & Content,871,2,Reporter,4,No,3,1.1,2,On-site,1.1,9871,LinkedIn,37,2019-12-16,1.0,OK,4,1,2.5,0.9024085,High
42,97592,No,Human Resources,872,2,HR Generalist,3,No,3,0.4,3,Hybrid,0.4,9872,Indeed,35,2023-04-18,1.0,OK,4,0,2.0,0.16587932,Low
26,70047,No,News & Content,873,3,Editor,2,No,3,2.3,3,Hybrid,2.3,9873,University Recruiting,32,2019-10-08,1.0,OK,7,2,4.142857142857143,0.013713947,Low
31,49671,No,News & Content,874,3,Producer,4,No,3,1.1,3,On-site,1.1,9874,Employee Referral,26,2022-02-18,1.0,OK,1,0,7.0,0.012141758,Low
35,80195,No,Finance,875,4,Finance Manager,3,No,3,7.0,4,Hybrid,4.5,9875,Career Site,19,2025-01-08,1.0,OK,1,0,1.0,0.0011600467,Low
35,55999,Yes,News & Content,876,2,Producer,4,No,3,9.8,4,On-site,3.1,9876,Indeed,41,2020-08-25,1.0,OK,2,0,5.0,0.7272245,High
31,96227,No,News & Content,877,4,News Director,4,No,3,4.4,3,Hybrid,4.4,9877,LinkedIn,35,2024-03-01,1.0,OK,4,2,5.0,0.016051175,Low
48,103105,No,Human Resources,878,4,HR Manager,4,No,4,2.3,4,Hybrid,2.2,9878,LinkedIn,38,2022-06-09,1.0,OK,0,0,0.0,0.00026617522,Low
27,69820,No,Sales,879,4,Account Executive,4,No,3,7.0,3,On-site,2.0,9879,Employee Referral,28,2024-12-14,1.0,OK,0,0,0.0,0.0001052614,Low
22,119226,No,News & Content,880,4,Editor,4,No,4,2.0,3,Hybrid,0.0,9880,Employee Referral,26,2025-06-15,0.5454545454545454,REVIEW,6,1,4.833333333333333,0.0035890313,Low
44,58696,No,Sales,881,1,Sales Manager,2,No,2,7.8,4,On-site,4.5,9881,Recruiter Sourced,47,2021-04-20,1.0,OK,5,1,0.8,0.119738676,Low
35,55347,No,News & Content,882,4,Producer,3,No,4,7.6,3,On-site,4.9,9882,Employee Referral,68,2019-03-27,1.0,OK,0,0,0.0,0.049512018,Low
32,99877,No,Sales,883,4,Account Executive,3,Yes,3,1.4,4,Hybrid,0.1,9883,Recruiter Sourced,30,2019-09-20,1.0,OK,2,1,0.5,0.038076863,Low
46,44617,No,Finance,884,3,Finance Manager,3,Yes,3,11.0,4,On-site,0.7,9884,Career Site,35,2026-01-11,1.0,OK,1,0,2.0,0.071454026,Low
27,82688,No,News & Content,885,4,Producer,3,No,2,7.0,3,Hybrid,0.3,9885,Indeed,32,2019-10-17,1.0,OK,1,1,1.0,0.001438312,Low
29,61314,Yes,News & Content,886,2,Editor,4,Yes,3,0.9,3,Hybrid,0.6,9886,LinkedIn,23,2022-07-12,1.0,OK,9,3,3.3333333333333335,0.9678888,High
38,97623,Yes,Finance,887,4,Finance Manager,1,Yes,3,7.1,4,On-site,4.6,9887,Employee Referral,28,2026-07-05,1.0,OK,3,2,0.3333333333333333,0.8556864,High
35,102948,No,Finance,888,3,Accountant,4,No,3,2.3,1,On-site,1.8,9888,LinkedIn,60,2024-09-21,1.0,OK,5,0,2.2,0.0014037049,Low
37,67808,No,News & Content,889,2,Producer,4,No,3,6.9,2,On-site,1.3,9889,Career Site,24,2020-06-18,1.0,OK,5,1,3.0,0.041708596,Low
45,58039,No,Finance,890,3,Finance Manager,2,No,3,7.4,4,On-site,1.6,9890,Indeed,34,2022-01-30,1.0,OK,3,2,3.3333333333333335,0.010559148,Low
24,82181,Yes,Sales,891,2,Sales Manager,1,No,3,1.1,1,Hybrid,1.1,9891,Recruiter Sourced,25,2023-08-29,1.0,OK,8,2,4.625,0.9961242,High
33,52286,No,News & Content,892,1,News Director,4,No,3,5.8,3,Hybrid,0.9,9892,Career Site,33,2020-03-31,1.0,OK,5,1,1.2,0.023077285,Low
57,105012,No,Sales,893,2,Account Executive,2,No,3,3.6,2,On-site,2.1,9893,Employee Referral,24,2024-06-07,1.0,OK,3,0,6.333333333333333,0.06436195,Low
43,122420,No,News & Content,894,4,Photojournalist,2,No,3,0.6,3,Remote,0.6,9894,LinkedIn,27,2021-04-27,1.0,OK,7,1,0.4285714285714285,0.69682014,High
52,68479,No,Human Resources,895,3,HR Manager,4,No,3,7.0,3,Remote,7.0,9895,Career Site,15,2023-09-12,1.0,OK,1,0,3.0,0.0027510095,Low
58,84522,No,News & Content,896,2,News Director,4,No,3,1.7,1,Hybrid,1.7,9896,Recruiter Sourced,35,2024-08-08,1.0,OK,9,2,2.2222222222222223,0.2575748,Low
36,35479,Yes,News & Content,897,1,Reporter,1,Yes,3,4.7,2,On-site,1.2,9897,Recruiter Sourced,29,2019-06-27,1.0,OK,8,0,0.75,0.9962915,High
54,41703,Yes,News & Content,898,3,Reporter,3,Yes,3,0.4,3,Hybrid,0.4,9898,LinkedIn,40,2019-11-25,1.0,OK,3,1,2.6666666666666665,0.9925269,High
32,63479,Yes,Human Resources,899,3,HR Generalist,2,Yes,3,0.4,4,Hybrid,0.4,9899,University Recruiting,33,2021-10-01,1.0,OK,2,0,2.5,0.9256906,High
51,51688,No,Engineering,900,4,Systems Engineer,4,No,3,3.6,3,On-site,1.3,9900,Recruiter Sourced,24,2020-12-20,1.0,OK,7,0,2.5714285714285716,0.00066250516,Low
46,70908,No,Finance,901,2,Financial Analyst,3,No,4,15.7,3,Remote,4.5,9901,Indeed,21,2024-07-12,1.0,OK,3,0,1.0,0.008556425,Low
41,47830,No,Human Resources,902,3,HR Generalist,3,No,2,3.2,2,On-site,0.2,9902,Career Site,33,2024-07-30,1.0,OK,1,0,0.0,0.00037476723,Low
31,34000,Yes,News & Content,903,4,Editor,2,Yes,3,2.8,3,On-site,0.4,9903,Recruiter Sourced,51,2022-10-27,1.0,OK,8,2,3.75,0.9646806,High
33,67472,No,News & Content,904,3,Photojournalist,4,No,3,1.8,4,Hybrid,1.7,9904,University Recruiting,26,2021-08-06,1.0,OK,3,0,1.3333333333333333,0.006504334,Low
51,75784,No,News & Content,905,4,News Director,3,No,2,18.0,1,On-site,1.0,9905,Employee Referral,10,2024-03-15,1.0,OK,2,0,2.0,0.0030554526,Low
40,84320,No,Finance,906,3,Accountant,4,No,4,8.2,2,On-site,2.3,9906,Recruiter Sourced,36,2022-05-10,1.0,OK,2,0,4.0,0.00025464516,Low
26,34000,Yes,News & Content,907,3,Producer,3,Yes,3,6.0,4,Hybrid,6.0,9907,Indeed,49,2019-09-21,1.0,OK,5,1,2.8,0.9407869,High
37,105700,No,Sales,908,2,Sales Coordinator,4,No,3,4.0,3,Hybrid,0.4,9908,LinkedIn,40,2025-07-09,1.0,OK,3,0,3.0,0.002355494,Low
35,71353,No,News & Content,909,4,Photojournalist,3,No,2,2.3,4,Hybrid,2.3,9909,Recruiter Sourced,18,2018-08-27,1.0,OK,4,1,0.25,0.0019074769,Low
35,87328,No,News & Content,910,3,Reporter,4,Yes,3,4.8,3,Hybrid,4.8,9910,Career Site,35,2025-12-23,1.0,OK,9,1,2.0,0.1743494,Low
51,67979,No,Finance,911,1,Finance Manager,4,No,3,0.8,2,On-site,0.8,9911,Recruiter Sourced,44,2022-02-24,1.0,OK,4,0,1.75,0.22104473,Low
39,114642,Yes,Engineering,912,3,Systems Engineer,2,No,4,0.7,1,On-site,0.4,9912,Recruiter Sourced,28,2023-12-27,1.0,OK,5,0,2.0,0.88125426,High
36,56568,Yes,News & Content,913,4,Editor,2,Yes,3,2.1,4,Remote,2.1,9913,LinkedIn,26,2026-04-03,1.0,OK,3,1,2.3333333333333335,0.82447404,High
21,90312,No,News & Content,914,4,Reporter,3,No,3,1.0,2,Remote,1.0,9914,Recruiter Sourced,27,2024-01-09,1.0,OK,4,0,5.0,0.058551233,Low
53,87721,No,Engineering,915,3,Broadcast Engineer,2,No,3,0.1,3,On-site,0.1,9915,Career Site,31,2018-11-20,1.0,OK,4,0,0.25,0.120557584,Low
