Age,AnnualSalary,Attrition,Department,EmployeeID,EngagementScore,JobRole,JobSatisfaction,OverTime,PerformanceRating,TenureYears,WorkLifeBalance,WorkMode,YearsSinceLastPromotion
48,69742,No,Engineering,632,3,IT Support,4,Yes,3,1.7,3,On-site,1.2
53,34000,Yes,News & Content,633,3,News Director,1,No,3,15.6,3,On-site,0.4
43,100916,No,Sales,634,4,Sales Coordinator,4,No,3,4.1,2,On-site,4.1
33,77458,No,Sales,635,4,Sales Manager,4,No,4,4.1,2,Hybrid,2.3
38,69915,Yes,Engineering,636,2,IT Support,2,No,3,1.0,2,Hybrid,0.7
46,50542,Yes,News & Content,637,3,News Director,2,No,3,9.7,3,Hybrid,3.2
36,66875,No,Human Resources,638,1,HR Generalist,3,No,4,11.8,3,Hybrid,3.8
45,35580,No,News & Content,639,4,Editor,3,Yes,4,9.4,4,Remote,0.6
24,36768,No,Engineering,640,3,Systems Engineer,3,No,4,4.0,2,Hybrid,1.7
60,46586,No,News & Content,641,3,Editor,4,No,3,4.2,2,On-site,1.7
33,71984,No,Sales,642,3,Sales Coordinator,1,No,4,6.6,3,Hybrid,1.1
37,56779,No,Finance,643,4,Finance Manager,3,Yes,4,3.6,2,On-site,3.6
37,80213,Yes,Sales,644,1,Sales Coordinator,2,Yes,3,0.7,4,Hybrid,0.7
43,139483,Yes,News & Content,645,1,Photojournalist,4,Yes,2,0.1,2,Remote,0.1
21,82633,No,News & Content,646,3,Producer,4,No,3,1.0,2,Hybrid,1.0
38,105865,No,Human Resources,647,3,HR Generalist,4,No,3,5.3,2,Hybrid,0.5
53,87428,No,Sales,648,3,Sales Manager,2,No,2,1.5,3,On-site,1.1
33,50175,No,News & Content,649,1,News Director,4,No,4,1.2,3,Hybrid,1.2
44,57531,No,Engineering,650,3,IT Support,4,Yes,3,2.0,4,On-site,2.0
34,80051,No,News & Content,651,2,Photojournalist,2,No,4,2.3,2,On-site,1.2
49,34000,Yes,Sales,652,1,Sales Manager,1,Yes,4,0.8,2,Hybrid,0.8
21,74106,Yes,News & Content,653,3,News Director,4,Yes,3,0.8,3,On-site,0.8
22,34000,No,Sales,654,4,Account Executive,1,No,3,2.0,2,On-site,0.6
34,91670,No,Finance,655,3,Finance Manager,2,No,3,4.7,2,Hybrid,1.2
38,86885,No,Finance,656,1,Financial Analyst,1,Yes,4,2.0,2,Hybrid,1.6
33,71152,No,Sales,657,2,Account Executive,3,Yes,3,5.3,2,Hybrid,1.9
40,115687,No,News & Content,658,3,Editor,3,Yes,2,5.3,4,Remote,2.4
42,60065,No,Sales,659,4,Sales Coordinator,4,No,2,12.2,3,On-site,0.0
34,64178,Yes,News & Content,660,2,Editor,2,Yes,3,14.0,3,Remote,6.3
54,109896,No,Engineering,661,3,Systems Engineer,3,No,4,4.6,4,On-site,3.3
29,99447,Yes,News & Content,662,3,News Director,1,Yes,3,2.6,4,On-site,2.0
24,57107,No,Sales,663,3,Sales Coordinator,3,Yes,3,0.8,3,On-site,0.8
30,48095,No,Engineering,664,4,Systems Engineer,4,No,3,7.5,3,Hybrid,1.1
49,34000,No,Engineering,665,4,Broadcast Engineer,3,No,2,8.6,2,Hybrid,1.3
55,125784,No,Human Resources,666,3,HR Manager,3,Yes,3,2.5,2,Hybrid,2.5
45,107126,No,News & Content,667,1,Photojournalist,3,No,3,4.6,3,Hybrid,4.6
31,36591,Yes,News & Content,668,1,News Director,4,No,3,1.6,4,On-site,1.6
21,94004,Yes,News & Content,669,4,Producer,1,No,4,0.8,4,On-site,0.8
51,89730,No,News & Content,670,2,Editor,3,No,3,4.8,3,Remote,1.8
28,49100,No,News & Content,671,3,Reporter,1,No,3,3.7,3,Remote,2.7
27,158655,No,News & Content,672,4,News Director,3,No,4,4.9,4,Remote,0.3
34,86452,Yes,News & Content,673,4,Photojournalist,2,No,3,1.1,4,Hybrid,1.1
21,75024,No,Sales,674,3,Account Executive,1,No,2,1.0,4,Remote,1.0
21,61847,Yes,Human Resources,675,2,HR Manager,2,No,3,1.0,3,On-site,0.6
30,96192,No,Human Resources,676,3,HR Generalist,4,No,3,0.6,4,On-site,0.4
34,110147,Yes,News & Content,677,4,Producer,2,Yes,3,3.1,4,Hybrid,0.1
26,99853,No,News & Content,678,4,Reporter,4,No,4,2.3,3,On-site,2.3
21,76391,No,News & Content,679,3,News Director,3,No,3,1.0,3,On-site,1.0
43,51470,No,Human Resources,680,4,HR Generalist,4,No,3,2.5,2,On-site,2.5
26,50350,No,News & Content,681,4,Photojournalist,1,Yes,3,3.7,3,Hybrid,1.5
34,48092,No,Sales,682,4,Sales Manager,2,Yes,3,8.7,3,On-site,1.2
40,71471,Yes,News & Content,683,4,Reporter,2,No,4,1.2,4,Hybrid,1.2
33,99661,No,News & Content,684,4,Editor,1,No,3,3.2,3,Remote,0.4
51,79261,No,News & Content,685,3,Photojournalist,3,No,3,0.1,2,Hybrid,0.1
45,67485,No,News & Content,686,3,News Director,4,No,4,10.3,4,Hybrid,0.3
41,42829,No,Human Resources,687,3,HR Generalist,1,No,3,1.9,1,On-site,1.6
35,75422,No,Sales,688,2,Sales Manager,2,No,3,1.7,4,Hybrid,0.6
34,113465,No,Sales,689,4,Sales Coordinator,2,No,3,1.8,4,On-site,1.8
45,36955,Yes,Sales,690,1,Sales Manager,3,No,3,5.7,1,On-site,5.7
49,83427,No,Engineering,691,3,Broadcast Engineer,2,No,4,2.3,3,Remote,1.8
41,105899,No,Finance,692,4,Financial Analyst,3,Yes,3,1.4,2,On-site,1.4
42,121157,No,Sales,693,3,Sales Manager,3,No,3,10.6,4,Hybrid,1.0
37,62596,No,News & Content,694,3,Producer,4,No,3,17.0,3,On-site,1.7
57,59554,No,Human Resources,695,4,HR Manager,4,No,4,3.5,1,Hybrid,3.1
34,63149,No,Sales,696,3,Account Executive,4,No,3,7.0,3,On-site,1.2
43,88666,Yes,News & Content,697,2,Reporter,4,No,3,3.9,1,Hybrid,0.2
35,57868,No,News & Content,698,4,Producer,4,No,3,0.9,3,Hybrid,0.2
47,50118,No,Sales,699,3,Sales Manager,1,Yes,2,3.5,3,On-site,3.5
36,104536,Yes,News & Content,700,3,News Director,1,No,3,0.8,1,Hybrid,0.7
22,111579,No,Finance,701,4,Finance Manager,1,No,3,2.0,3,Remote,0.1
25,47748,No,Finance,702,3,Financial Analyst,2,No,4,3.9,3,On-site,0.2
40,77757,Yes,News & Content,703,3,Reporter,3,No,3,1.5,1,Remote,1.5
32,34000,Yes,News & Content,704,3,News Director,3,Yes,3,3.0,4,Remote,3.0
52,44329,Yes,Engineering,705,1,Broadcast Engineer,2,Yes,2,5.0,4,On-site,0.2
38,79365,Yes,News & Content,706,2,Photojournalist,3,No,2,0.8,1,Remote,0.8
31,34000,No,Finance,707,2,Financial Analyst,3,No,2,0.4,2,Hybrid,0.4
42,34000,No,News & Content,708,4,Reporter,3,Yes,4,3.4,3,On-site,1.4
33,56188,No,Finance,709,3,Financial Analyst,1,No,2,1.2,3,On-site,0.2
31,35683,No,Sales,710,1,Sales Coordinator,4,No,4,2.3,3,On-site,0.8
57,73302,No,News & Content,711,1,News Director,4,No,3,4.0,3,Hybrid,1.0
47,60494,No,Engineering,712,3,Systems Engineer,4,Yes,3,9.2,3,Remote,0.6
34,37700,No,News & Content,713,3,Editor,4,No,3,2.0,2,On-site,1.1
37,113410,No,Sales,714,3,Account Executive,2,No,3,10.8,3,On-site,0.1
41,65467,No,Engineering,715,4,Broadcast Engineer,4,No,3,0.5,3,On-site,0.5
31,62994,No,Human Resources,716,4,HR Generalist,2,No,3,3.7,4,Remote,2.6
34,70632,No,Sales,717,2,Account Executive,3,No,3,3.0,2,Hybrid,2.5
41,75045,No,News & Content,718,4,News Director,3,No,3,1.3,2,On-site,1.3
28,78906,No,Sales,719,3,Account Executive,3,No,3,0.3,3,Hybrid,0.3
21,34000,Yes,Sales,720,1,Sales Manager,4,Yes,3,1.0,4,On-site,1.0
21,38936,No,Sales,721,3,Account Executive,3,No,3,1.0,2,Hybrid,1.0
28,71998,No,Engineering,722,2,Broadcast Engineer,2,No,3,3.1,3,On-site,0.3
43,49445,No,Human Resources,723,4,HR Generalist,3,Yes,4,6.6,4,On-site,6.6
36,96878,No,Sales,724,4,Sales Coordinator,3,No,3,8.3,3,On-site,1.1
42,99933,No,News & Content,725,3,Producer,4,No,3,1.9,4,Hybrid,1.9
38,81316,No,Sales,726,2,Sales Manager,4,No,3,18.0,4,Hybrid,4.8
43,53519,No,Engineering,727,3,IT Support,2,No,4,1.9,4,On-site,1.7
51,106808,Yes,News & Content,728,1,Reporter,1,No,2,2.5,1,Hybrid,1.9
40,89224,No,Human Resources,729,4,HR Manager,4,Yes,3,2.4,2,Hybrid,2.4
51,66684,Yes,Finance,730,2,Finance Manager,1,No,3,1.4,4,On-site,0.0
46,103752,No,News & Content,731,4,Photojournalist,3,No,3,1.0,3,On-site,1.0
28,105981,No,Engineering,732,4,IT Support,4,Yes,2,7.0,4,On-site,2.1
39,54141,No,Finance,733,1,Accountant,3,No,4,8.9,3,Hybrid,0.4
34,34000,Yes,Finance,734,3,Finance Manager,2,Yes,3,1.5,1,Hybrid,1.0
43,73907,Yes,News & Content,735,3,Reporter,4,Yes,3,1.1,2,On-site,1.1
44,70352,No,Finance,736,3,Financial Analyst,2,No,2,5.1,4,On-site,4.1
28,133420,Yes,Sales,737,2,Sales Coordinator,1,No,4,8.0,1,Hybrid,0.7
61,53781,No,Sales,738,3,Sales Manager,3,No,2,34.3,4,On-site,6.1
29,38881,Yes,News & Content,739,3,News Director,3,No,3,1.4,3,On-site,1.1
30,86817,No,Human Resources,740,3,HR Generalist,1,No,3,7.1,4,On-site,0.4
24,65314,No,News & Content,741,4,Editor,4,No,3,3.0,3,Remote,2.0
48,71382,No,News & Content,742,4,Producer,4,No,3,3.9,2,Hybrid,1.3
41,39131,No,Human Resources,743,1,HR Manager,4,No,4,2.9,3,Hybrid,2.9
43,34000,No,News & Content,744,3,Editor,4,No,2,2.4,4,On-site,2.0
41,93492,No,Human Resources,745,4,HR Generalist,1,No,3,5.0,4,Remote,2.4
21,56136,Yes,Sales,746,3,Account Executive,1,No,4,1.0,1,Hybrid,1.0
21,139725,Yes,News & Content,747,3,News Director,4,Yes,3,1.0,2,On-site,0.1
28,64934,No,News & Content,748,3,Photojournalist,1,No,4,6.1,3,On-site,0.7
52,58484,Yes,News & Content,749,2,Producer,2,No,3,1.2,3,Hybrid,1.2
46,44339,Yes,Sales,750,3,Sales Coordinator,2,Yes,2,4.3,2,Hybrid,0.7
30,78203,Yes,News & Content,751,2,Reporter,1,No,4,6.3,4,Hybrid,0.2
48,52191,Yes,News & Content,752,1,Reporter,1,No,3,1.2,2,On-site,1.2
54,34261,No,News & Content,753,3,Photojournalist,4,No,3,6.8,4,On-site,4.8
33,109850,No,Sales,754,3,Account Executive,4,Yes,3,0.6,3,On-site,0.6
26,73677,No,Engineering,755,2,Broadcast Engineer,2,No,3,3.2,1,Hybrid,1.2
57,35905,Yes,News & Content,756,3,News Director,1,Yes,3,0.7,3,Remote,0.7
45,116004,No,News & Content,757,3,Editor,4,No,3,1.1,4,Hybrid,1.1
38,36390,Yes,News & Content,758,2,Reporter,4,Yes,4,10.0,2,Hybrid,4.6
32,87862,Yes,News & Content,759,2,Producer,3,No,3,1.4,4,Hybrid,1.4
33,34000,Yes,Sales,760,4,Sales Manager,2,No,2,1.1,2,Hybrid,1.1
26,92454,No,Sales,761,2,Account Executive,2,No,3,6.0,2,Remote,1.6
32,137051,No,News & Content,762,3,Editor,4,No,4,12.0,3,Hybrid,1.0
29,86339,No,Sales,763,1,Account Executive,3,No,3,9.0,3,Hybrid,1.9
52,96612,No,Sales,764,2,Sales Manager,4,No,3,8.4,4,Remote,8.2
53,34000,Yes,Sales,765,3,Sales Coordinator,4,Yes,3,0.4,4,Remote,0.4
21,79385,No,News & Content,766,4,News Director,2,No,4,1.0,2,On-site,0.9
43,79857,No,News & Content,767,4,Producer,3,No,3,2.6,3,On-site,1.9
50,55747,No,Sales,768,3,Sales Manager,4,No,3,4.8,1,On-site,1.1
54,114793,No,News & Content,769,3,News Director,4,No,3,2.0,3,Hybrid,1.5
44,63215,No,Engineering,770,4,Systems Engineer,4,No,3,1.3,4,Hybrid,1.3
28,34000,No,Sales,771,2,Sales Manager,3,No,3,2.5,4,On-site,1.1
50,89088,No,Sales,772,2,Sales Coordinator,1,No,3,9.0,2,Hybrid,1.1
21,99074,Yes,News & Content,773,2,Editor,4,Yes,3,1.0,4,On-site,1.0
59,38473,No,Finance,774,4,Accountant,2,No,3,6.0,4,On-site,0.9
35,128287,No,Sales,775,4,Account Executive,4,No,3,15.0,4,On-site,3.7
37,125749,Yes,News & Content,776,2,Photojournalist,4,Yes,3,2.8,2,Hybrid,1.3
46,69716,No,News & Content,777,4,Editor,3,No,3,1.8,4,On-site,0.6
40,84249,No,Engineering,778,2,Systems Engineer,4,No,3,3.4,3,Hybrid,1.4
29,103797,No,Sales,779,3,Sales Manager,3,No,3,7.2,3,Hybrid,0.7
21,102901,Yes,News & Content,780,4,Producer,2,No,3,1.0,3,Hybrid,0.2
39,55443,No,Engineering,781,1,Systems Engineer,2,No,3,2.5,3,Hybrid,0.2
39,48891,No,News & Content,782,3,Photojournalist,3,No,3,9.0,3,On-site,3.0
45,84918,No,Engineering,783,3,IT Support,4,No,3,2.6,3,Remote,0.8
50,64777,Yes,Finance,784,2,Financial Analyst,2,No,3,0.1,2,Hybrid,0.1
42,93572,No,News & Content,785,1,Producer,3,Yes,3,3.6,3,Remote,0.5
33,77069,No,News & Content,786,4,Photojournalist,3,Yes,4,10.0,3,Hybrid,5.3
46,78459,No,Sales,787,4,Sales Manager,3,Yes,3,14.8,3,Hybrid,1.6
25,76587,No,News & Content,788,2,News Director,4,No,3,5.0,3,On-site,0.7
42,77098,No,News & Content,789,3,News Director,4,No,3,7.9,3,On-site,1.2
63,54900,No,Sales,790,2,Account Executive,3,No,3,3.2,1,Hybrid,1.4
40,98424,Yes,Sales,791,3,Sales Coordinator,2,Yes,3,0.9,4,On-site,0.9
37,62706,No,Engineering,792,4,Systems Engineer,4,Yes,3,0.2,1,On-site,0.2
39,48166,No,Sales,793,3,Sales Coordinator,3,No,4,4.4,2,Hybrid,0.7
31,73475,No,Sales,794,3,Sales Manager,4,No,3,5.1,3,Hybrid,1.3
27,80653,No,News & Content,795,3,Photojournalist,4,Yes,3,7.0,4,Hybrid,1.5
31,34000,Yes,Sales,796,2,Sales Coordinator,4,No,2,0.9,4,On-site,0.9
36,73301,No,News & Content,797,2,Photojournalist,4,No,3,2.4,4,Hybrid,1.9
62,62910,No,News & Content,798,4,Photojournalist,3,No,3,0.1,2,Hybrid,0.1
33,78488,No,News & Content,799,4,Editor,1,No,3,1.1,3,On-site,0.9
27,64447,No,News & Content,800,1,News Director,4,No,3,6.5,4,On-site,0.2
30,102391,No,Engineering,801,2,Systems Engineer,2,No,3,2.0,4,Hybrid,0.4
41,73701,Yes,News & Content,802,4,News Director,1,No,3,0.6,4,On-site,0.6
21,108564,Yes,Sales,803,3,Sales Manager,1,No,2,1.0,4,On-site,1.0
49,112439,No,Finance,804,2,Finance Manager,4,No,3,3.1,3,Hybrid,0.3
41,50842,No,Finance,805,2,Financial Analyst,4,No,3,2.5,2,Hybrid,2.5
46,52411,No,Sales,806,3,Account Executive,3,No,3,3.5,3,Hybrid,0.1
43,46292,No,Sales,807,3,Account Executive,3,No,4,8.3,2,Hybrid,0.3
58,84230,No,Engineering,808,2,Systems Engineer,4,No,3,1.6,2,On-site,1.6
37,44615,No,News & Content,809,4,News Director,2,No,3,4.2,3,On-site,0.1
49,34000,Yes,News & Content,810,1,Editor,4,No,2,1.3,3,On-site,1.3
33,101463,No,News & Content,811,3,Reporter,4,No,2,10.6,2,Remote,0.5
34,34000,No,News & Content,812,2,Photojournalist,4,No,3,3.3,2,On-site,2.4
34,92342,No,Finance,813,4,Finance Manager,2,No,3,5.5,3,Remote,1.1
27,101515,No,Sales,814,4,Sales Manager,3,No,3,4.9,3,Hybrid,2.6
41,157447,Yes,News & Content,815,2,News Director,3,No,2,1.1,4,On-site,1.1
47,86294,No,News & Content,816,4,Photojournalist,3,Yes,3,11.6,3,Hybrid,5.2
29,69891,Yes,News & Content,817,2,Producer,3,No,2,5.5,1,On-site,0.2
60,85236,No,Sales,818,3,Sales Manager,4,Yes,3,3.8,3,On-site,1.1
49,75316,No,Sales,819,3,Account Executive,3,Yes,3,0.6,3,On-site,0.6
28,68126,No,Sales,820,3,Sales Coordinator,3,No,2,0.4,2,On-site,0.4
54,81043,Yes,News & Content,821,2,News Director,1,No,3,1.1,3,Hybrid,1.1
40,61944,No,Engineering,822,4,Broadcast Engineer,2,No,3,13.7,4,Remote,10.0
55,38795,No,Engineering,823,3,Broadcast Engineer,4,No,3,0.1,3,On-site,0.1
50,49934,No,Finance,824,3,Financial Analyst,3,No,3,2.6,1,On-site,2.6
41,88826,No,Engineering,825,3,Systems Engineer,4,Yes,3,13.4,3,Hybrid,2.4
41,34000,No,Sales,826,4,Sales Coordinator,3,No,3,8.9,2,Hybrid,0.4
21,71391,Yes,Sales,827,1,Sales Coordinator,2,No,3,1.0,3,On-site,1.0
51,64485,No,News & Content,828,4,Editor,4,No,4,17.0,4,On-site,2.4
45,86340,Yes,News & Content,829,3,Producer,1,No,3,1.9,2,On-site,1.9
40,52213,No,Engineering,830,3,Broadcast Engineer,1,No,2,6.3,2,Hybrid,2.4
36,54701,No,Sales,831,3,Account Executive,2,No,3,12.1,2,On-site,2.6
54,39588,Yes,News & Content,832,3,Producer,3,No,3,0.5,4,Remote,0.5
26,91717,No,Sales,833,3,Sales Coordinator,4,No,4,1.7,3,Hybrid,1.7
48,77209,Yes,Engineering,834,2,Broadcast Engineer,2,Yes,3,0.2,3,Remote,0.2
39,48095,Yes,News & Content,835,2,Photojournalist,1,No,3,0.5,2,On-site,0.5
21,34000,Yes,Human Resources,836,2,HR Manager,4,No,3,1.0,2,On-site,0.8
46,109210,No,Sales,837,4,Sales Manager,2,No,3,1.5,4,On-site,1.5
45,86235,Yes,News & Content,838,3,Photojournalist,1,No,3,4.6,1,Hybrid,2.2
36,77175,No,Sales,839,2,Sales Manager,4,No,4,9.8,3,On-site,0.4
34,43321,No,News & Content,840,4,News Director,3,No,4,7.3,3,On-site,0.5
39,78427,No,News & Content,841,3,News Director,4,No,3,4.0,4,On-site,0.6
31,77448,No,News & Content,842,4,News Director,4,No,2,1.4,3,Hybrid,1.1
37,74845,Yes,News & Content,843,3,Photojournalist,2,No,3,0.1,3,Hybrid,0.1
21,66353,No,Sales,844,4,Sales Manager,4,No,4,1.0,2,Hybrid,0.2
36,90644,No,Sales,845,4,Sales Coordinator,3,No,4,6.4,2,On-site,1.7
31,101052,No,Sales,846,4,Account Executive,1,No,3,2.7,3,Remote,1.2
22,78865,No,Sales,847,4,Sales Manager,3,No,4,2.0,4,On-site,0.0
38,67121,No,News & Content,848,2,News Director,3,No,3,2.0,3,Remote,1.1
27,90713,No,News & Content,849,2,Photojournalist,1,No,3,7.0,4,Hybrid,2.7
49,65062,No,Engineering,850,4,IT Support,3,Yes,4,2.4,3,Hybrid,1.9
51,60685,No,News & Content,851,1,Producer,3,No,3,3.6,3,Remote,3.6
50,59205,No,News & Content,852,1,Reporter,2,No,3,9.7,3,Hybrid,1.1
53,51246,No,News & Content,853,4,News Director,4,No,3,3.2,3,Remote,0.6
34,72400,Yes,News & Content,854,4,Editor,3,Yes,3,8.6,4,Hybrid,3.7
38,90514,No,News & Content,855,4,Photojournalist,2,No,3,13.8,4,Hybrid,2.1
39,100960,No,Engineering,856,4,Broadcast Engineer,2,No,3,1.9,4,On-site,1.9
44,78501,No,Finance,857,1,Accountant,4,No,3,5.1,2,Hybrid,2.8
36,65581,No,Engineering,858,4,Broadcast Engineer,4,Yes,3,14.7,2,Remote,2.7
50,57063,No,Sales,859,1,Account Executive,2,No,3,1.9,3,Remote,0.6
37,84849,No,Finance,860,3,Finance Manager,3,No,3,1.6,2,On-site,1.3
42,94434,No,Sales,861,2,Sales Coordinator,4,No,4,6.6,4,On-site,4.8
21,101471,Yes,News & Content,862,2,Reporter,1,No,4,1.0,4,On-site,1.0
47,74677,Yes,News & Content,863,1,News Director,2,No,2,11.0,2,On-site,6.6
43,34000,No,Finance,864,4,Accountant,1,No,3,2.4,2,On-site,0.7
49,35250,No,Human Resources,865,4,HR Generalist,3,No,3,1.5,4,Remote,0.9
26,41500,No,Sales,866,1,Sales Coordinator,3,Yes,3,4.9,2,Hybrid,0.0
30,67330,No,News & Content,867,2,Photojournalist,2,No,3,5.3,2,Hybrid,1.5
34,71724,No,Human Resources,868,3,HR Manager,3,No,4,1.4,4,Hybrid,0.7
31,34000,No,Finance,869,4,Finance Manager,4,Yes,3,1.7,2,On-site,0.1
39,54755,No,Human Resources,870,3,HR Generalist,4,No,3,3.9,1,On-site,3.9
35,60165,Yes,News & Content,871,2,Reporter,4,No,3,1.1,2,On-site,1.1
42,97592,No,Human Resources,872,2,HR Generalist,3,No,3,0.4,3,Hybrid,0.4
26,70047,No,News & Content,873,3,Editor,2,No,3,2.3,3,Hybrid,2.3
31,49671,No,News & Content,874,3,Producer,4,No,3,1.1,3,On-site,1.1
35,80195,No,Finance,875,4,Finance Manager,3,No,3,7.0,4,Hybrid,4.5
35,55999,Yes,News & Content,876,2,Producer,4,No,3,9.8,4,On-site,3.1
31,96227,No,News & Content,877,4,News Director,4,No,3,4.4,3,Hybrid,4.4
48,103105,No,Human Resources,878,4,HR Manager,4,No,4,2.3,4,Hybrid,2.2
27,69820,No,Sales,879,4,Account Executive,4,No,3,7.0,3,On-site,2.0
22,119226,No,News & Content,880,4,Editor,4,No,4,2.0,3,Hybrid,0.0
44,58696,No,Sales,881,1,Sales Manager,2,No,2,7.8,4,On-site,4.5
35,55347,No,News & Content,882,4,Producer,3,No,4,7.6,3,On-site,4.9
32,99877,No,Sales,883,4,Account Executive,3,Yes,3,1.4,4,Hybrid,0.1
46,44617,No,Finance,884,3,Finance Manager,3,Yes,3,11.0,4,On-site,0.7
27,82688,No,News & Content,885,4,Producer,3,No,2,7.0,3,Hybrid,0.3
29,61314,Yes,News & Content,886,2,Editor,4,Yes,3,0.9,3,Hybrid,0.6
38,97623,Yes,Finance,887,4,Finance Manager,1,Yes,3,7.1,4,On-site,4.6
35,102948,No,Finance,888,3,Accountant,4,No,3,2.3,1,On-site,1.8
37,67808,No,News & Content,889,2,Producer,4,No,3,6.9,2,On-site,1.3
45,58039,No,Finance,890,3,Finance Manager,2,No,3,7.4,4,On-site,1.6
24,82181,Yes,Sales,891,2,Sales Manager,1,No,3,1.1,1,Hybrid,1.1
33,52286,No,News & Content,892,1,News Director,4,No,3,5.8,3,Hybrid,0.9
57,105012,No,Sales,893,2,Account Executive,2,No,3,3.6,2,On-site,2.1
43,122420,No,News & Content,894,4,Photojournalist,2,No,3,0.6,3,Remote,0.6
52,68479,No,Human Resources,895,3,HR Manager,4,No,3,7.0,3,Remote,7.0
58,84522,No,News & Content,896,2,News Director,4,No,3,1.7,1,Hybrid,1.7
36,35479,Yes,News & Content,897,1,Reporter,1,Yes,3,4.7,2,On-site,1.2
54,41703,Yes,News & Content,898,3,Reporter,3,Yes,3,0.4,3,Hybrid,0.4
32,63479,Yes,Human Resources,899,3,HR Generalist,2,Yes,3,0.4,4,Hybrid,0.4
51,51688,No,Engineering,900,4,Systems Engineer,4,No,3,3.6,3,On-site,1.3
46,70908,No,Finance,901,2,Financial Analyst,3,No,4,15.7,3,Remote,4.5
41,47830,No,Human Resources,902,3,HR Generalist,3,No,2,3.2,2,On-site,0.2
31,34000,Yes,News & Content,903,4,Editor,2,Yes,3,2.8,3,On-site,0.4
33,67472,No,News & Content,904,3,Photojournalist,4,No,3,1.8,4,Hybrid,1.7
51,75784,No,News & Content,905,4,News Director,3,No,2,18.0,1,On-site,1.0
40,84320,No,Finance,906,3,Accountant,4,No,4,8.2,2,On-site,2.3
26,34000,Yes,News & Content,907,3,Producer,3,Yes,3,6.0,4,Hybrid,6.0
37,105700,No,Sales,908,2,Sales Coordinator,4,No,3,4.0,3,Hybrid,0.4
35,71353,No,News & Content,909,4,Photojournalist,3,No,2,2.3,4,Hybrid,2.3
35,87328,No,News & Content,910,3,Reporter,4,Yes,3,4.8,3,Hybrid,4.8
51,67979,No,Finance,911,1,Finance Manager,4,No,3,0.8,2,On-site,0.8
39,114642,Yes,Engineering,912,3,Systems Engineer,2,No,4,0.7,1,On-site,0.4
36,56568,Yes,News & Content,913,4,Editor,2,Yes,3,2.1,4,Remote,2.1
21,90312,No,News & Content,914,4,Reporter,3,No,3,1.0,2,Remote,1.0
53,87721,No,Engineering,915,3,Broadcast Engineer,2,No,3,0.1,3,On-site,0.1
25,34000,Yes,News & Content,916,3,Photojournalist,3,Yes,3,0.6,2,Hybrid,0.6
26,65973,No,News & Content,917,4,Photojournalist,4,No,3,2.8,3,Remote,0.7
41,54894,No,Finance,918,2,Finance Manager,3,Yes,4,2.1,3,On-site,1.9
40,83056,Yes,News & Content,919,2,News Director,4,Yes,3,0.1,2,On-site,0.1
31,126923,No,Finance,920,2,Accountant,2,No,3,6.8,4,Hybrid,0.5
24,34000,Yes,News & Content,921,4,News Director,3,No,3,0.3,3,On-site,0.0
64,56058,Yes,Engineering,922,2,Broadcast Engineer,2,No,3,7.1,1,Hybrid,2.3
26,41394,No,Engineering,923,4,IT Support,4,No,2,5.0,2,On-site,0.6
30,80926,No,News & Content,924,3,Editor,3,No,3,2.6,1,On-site,2.3
26,84535,Yes,News & Content,925,1,Photojournalist,3,Yes,3,1.0,2,Hybrid,1.0
35,34000,No,Sales,926,4,Account Executive,3,No,3,4.3,2,On-site,0.0
49,123563,No,News & Content,927,4,Photojournalist,2,No,3,6.9,3,Hybrid,2.5
43,34000,Yes,Finance,928,3,Accountant,1,Yes,4,0.6,3,Hybrid,0.6
39,54432,No,Engineering,929,3,IT Support,3,No,2,5.2,2,Hybrid,1.1
37,141201,No,News & Content,930,2,News Director,3,No,4,4.7,3,Hybrid,2.0
42,64862,No,Sales,931,2,Sales Coordinator,1,No,4,4.7,2,Remote,2.9
28,51275,No,Sales,932,2,Account Executive,2,No,3,2.9,3,On-site,0.2
43,119695,Yes,Engineering,933,2,IT Support,2,Yes,2,17.0,1,On-site,2.5
48,34000,Yes,Sales,934,4,Sales Coordinator,2,No,3,1.5,1,Hybrid,1.5
21,52251,Yes,News & Content,935,2,Editor,4,Yes,3,1.0,2,On-site,0.2
30,59706,No,News & Content,936,4,Photojournalist,3,No,3,0.8,2,Hybrid,0.8
56,87494,Yes,Sales,937,2,Sales Coordinator,2,No,3,0.6,3,Hybrid,0.6
46,46099,No,News & Content,938,3,Editor,2,Yes,2,2.7,3,Hybrid,0.3
41,102982,Yes,Human Resources,939,1,HR Manager,1,No,3,0.9,3,On-site,0.3
24,75315,Yes,News & Content,940,4,Reporter,4,Yes,3,4.0,1,Hybrid,0.1
28,73033,Yes,News & Content,941,1,Reporter,1,No,3,1.7,4,Hybrid,1.7
50,82049,No,News & Content,942,3,Reporter,3,No,4,1.8,4,On-site,1.8
26,83370,No,News & Content,943,3,Producer,3,No,3,2.1,2,Hybrid,2.1
21,121871,No,Engineering,944,4,IT Support,3,No,3,1.0,2,Hybrid,1.0
31,124197,Yes,Sales,945,3,Sales Coordinator,1,No,3,3.7,1,On-site,3.7
33,76906,No,News & Content,946,2,Reporter,4,No,3,0.5,4,Hybrid,0.5
44,76646,No,Sales,947,1,Sales Manager,4,Yes,3,1.0,3,On-site,1.0
30,70574,No,News & Content,948,2,Editor,3,No,3,5.2,4,Remote,3.4
